SubPlot;idTree;Xfield;Yfield;Family;spName;Genus;Species;CircCorr
2;101882;149,5000000000000;198,00000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;74
2;101883;150,5000000000000;203,00000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;101,5
2;101884;150,0000000000000;208,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;198
2;101885;146,5000000000000;210,00000000000000;Euphorbiaceae;Mabea_piriri;Mabea;piriri;65,375
2;101886;147,0000000000000;210,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;95
2;101887;145,0000000000000;214,50000000000000;Humiriaceae;Vantanea_parviflora;Vantanea;parviflora;97,5
2;101888;144,5000000000000;213,50000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;81
2;101889;141,0000000000000;218,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;57
2;101890;142,5000000000000;221,50000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;71
2;101891;144,0000000000000;223,00000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;141,5
2;101892;146,0000000000000;219,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;58,5
2;101893;151,0000000000000;216,50000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;223,125
2;101894;150,5000000000000;222,50000000000000;Fabaceae;Dicorynia_guianensis;Dicorynia;guianensis;46,5
2;101895;151,0000000000000;228,00000000000000;Simaroubaceae;Homalolepis_cedron;Homalolepis;cedron;39
2;101896;150,5000000000000;228,50000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;35,5
2;101897;149,5000000000000;228,00000000000000;Humiriaceae;Sacoglottis_guianensis;Sacoglottis;guianensis;169
2;101898;143,0000000000000;225,50000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;41,5
2;101899;145,0000000000000;229,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;88
2;101900;144,5000000000000;232,00000000000000;Fabaceae;Recordoxylon_speciosum;Recordoxylon;speciosum;185,5
2;101902;146,0000000000000;234,00000000000000;Lecythidaceae;Gustavia_hexapetala;Gustavia;hexapetala;71,5
2;101903;143,0000000000000;240,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;94
2;101905;147,5000000000000;245,00000000000000;Meliaceae;Guarea_pubescens;Guarea;pubescens subsp. pubescens;75,5
2;101907;151,5000000000000;246,50000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;79
2;101911;158,0000000000000;240,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;91
2;101912;155,5000000000000;241,50000000000000;Sapotaceae;Micropholis_egensis;Micropholis;egensis;84,5
2;101913;157,5000000000000;238,00000000000000;Malvaceae;Sterculia_speciosa;Sterculia;speciosa;72,5
2;101914;151,5000000000000;237,50000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;92
2;101915;156,0000000000000;228,50000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;80
2;101916;156,0000000000000;230,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;134
2;101917;155,5000000000000;226,00000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;46
2;101918;160,0000000000000;227,00000000000000;Lauraceae;Aniba_citrifolia;Aniba;citrifolia;34,5
2;101919;161,0000000000000;223,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;46
2;101920;158,0000000000000;223,00000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;48,5
2;101921;158,5000000000000;218,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;106,5
2;101922;156,5000000000000;219,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;121
2;101923;153,5000000000000;221,00000000000000;Myristicaceae;Iryanthera_hostmannii;Iryanthera;hostmannii;41,5
2;101925;153,0000000000000;216,50000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;35
2;101926;155,5000000000000;213,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;39,5
2;101927;158,5000000000000;207,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;45,5
2;101928;158,0000000000000;207,00000000000000;Lauraceae;Ocotea_cinerea;Ocotea;cinerea;147
2;101929;157,0000000000000;206,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;104
2;101930;152,5000000000000;210,00000000000000;Chrysobalanaceae;Couepia_caryophylloides;Couepia;caryophylloides;111,5
2;101932;154,0000000000000;198,00000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;82
2;101933;152,5000000000000;193,50000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;149,5
2;101936;154,0000000000000;188,50000000000000;Sapotaceae;Chrysophyllum_argenteum;Chrysophyllum;argenteum;59
2;101937;155,0000000000000;188,50000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;80
2;101938;159,5000000000000;183,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;108,5
2;101939;158,0000000000000;183,50000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;104
2;101940;158,0000000000000;178,00000000000000;Simaroubaceae;Homalolepis_cedron;Homalolepis;cedron;43,5
2;101944;153,0000000000000;177,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;62,5
2;101946;160,0000000000000;170,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;61
2;101948;153,5000000000000;169,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;81,5
2;101950;151,5000000000000;170,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;60
2;101952;157,0000000000000;164,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;68,5
2;101953;158,5000000000000;164,50000000000000;Malvaceae;Catostemma_fragrans;Catostemma;fragrans;47,5
2;101954;159,5000000000000;157,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;139,5
2;101955;159,5000000000000;154,50000000000000;Simaroubaceae;Simaba_polyphylla;Simaba;polyphylla;37,5
2;101956;156,5000000000000;154,50000000000000;Rubiaceae;Coussarea_machadoana;Coussarea;machadoana;49
2;101960;157,5000000000000;139,00000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;68,5
2;101961;159,5000000000000;134,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;127,5
2;101964;155,0000000000000;130,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;90,5
2;101966;164,0000000000000;130,00000000000000;Fabaceae;Abarema_jupunba;Abarema;jupunba var. jupunba;142
2;101967;164,0000000000000;132,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;66
2;101968;166,5000000000000;126,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;74,5
2;101970;166,0000000000000;141,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;53
2;101971;168,5000000000000;141,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;111
2;101972;172,0000000000000;146,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;71,5
2;101974;172,5000000000000;151,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;46
2;101975;169,0000000000000;152,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;202
2;101976;169,0000000000000;152,00000000000000;Sapindaceae;Talisia_praealta;Talisia;praealta;93
2;101978;163,5000000000000;154,00000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;88,5
2;101981;161,0000000000000;165,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;45
2;101983;170,5000000000000;157,00000000000000;Chrysobalanaceae;Licania_membranacea;Licania;membranacea;74
2;101984;170,0000000000000;161,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;62,5
2;101985;173,5000000000000;164,00000000000000;Sapotaceae;Chrysophyllum_prieurii;Chrysophyllum;prieurii;105,5
2;101986;172,5000000000000;169,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;96
2;101989;166,0000000000000;169,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;47,5
2;101990;166,0000000000000;169,50000000000000;Rubiaceae;Coussarea_machadoana;Coussarea;machadoana;58
2;101994;170,0000000000000;174,00000000000000;Rubiaceae;Duroia_longiflora;Duroia;longiflora;166,5
2;101995;173,5000000000000;175,50000000000000;Rubiaceae;Duroia_longiflora;Duroia;longiflora;81,5
2;101996;174,0000000000000;176,50000000000000;Lecythidaceae;Eschweilera_coriacea;Eschweilera;coriacea;124,5
2;101998;171,5000000000000;181,50000000000000;Lecythidaceae;Eschweilera_coriacea;Eschweilera;coriacea;218
2;101999;170,5000000000000;187,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;47,5
2;102000;170,0000000000000;184,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;167,25
2;102001;169,0000000000000;183,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;40,5
2;102002;164,0000000000000;182,00000000000000;Fabaceae;Dicorynia_guianensis;Dicorynia;guianensis;62,5
2;102003;164,0000000000000;178,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;92
2;102005;161,0000000000000;190,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;211
2;102007;170,0000000000000;194,00000000000000;Fabaceae;Tachigali_melinonii;Tachigali;melinonii;195
2;102008;170,0000000000000;194,00000000000000;Meliaceae;Carapa_surinamensis;Carapa;surinamensis;71
2;102011;163,5000000000000;197,50000000000000;Fabaceae;Inga_alba;Inga;alba;109
2;102013;168,5000000000000;201,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;51
2;102014;170,0000000000000;199,50000000000000;Siparunaceae;Siparuna_decipiens;Siparuna;decipiens;45,5
2;102015;171,0000000000000;206,50000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;160
2;102016;171,0000000000000;208,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;41
2;102018;162,5000000000000;205,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;87
2;102021;164,5000000000000;210,00000000000000;Clusiaceae;Tovomita_sp.22-CAY;Tovomita;sp.22-CAY;50
2;102022;168,0000000000000;210,00000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;60,5
2;102023;168,5000000000000;214,00000000000000;Elaeocarpaceae;Sloanea_sp.4-CAY;Sloanea;sp.4-CAY;57
2;102024;168,5000000000000;214,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;192,5
2;102025;165,5000000000000;221,00000000000000;Sapotaceae;Pouteria_eugeniifolia;Pouteria;eugeniifolia;100
2;102028;165,0000000000000;228,00000000000000;Peraceae;Chaetocarpus_sp.1-CAY;Chaetocarpus;sp.1-CAY;142,5
2;102029;169,0000000000000;222,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;41,5
2;102030;171,0000000000000;223,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;122,5
2;102032;170,0000000000000;232,00000000000000;Chrysobalanaceae;Parinari_montana;Parinari;montana;150
2;102033;167,5000000000000;230,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;142
2;102035;167,5000000000000;234,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;126
2;102037;163,0000000000000;239,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;40
2;102038;162,0000000000000;241,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;149
2;102040;167,5000000000000;250,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;81,5
2;102043;175,5000000000000;249,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;141,5
2;102045;180,0000000000000;249,00000000000000;Siparunaceae;Siparuna_decipiens;Siparuna;decipiens;45
2;102046;182,5000000000000;246,50000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;42,5
2;102047;178,5000000000000;246,50000000000000;Sapotaceae;Pouteria_bilocularis;Pouteria;bilocularis;113
2;102055;173,0000000000000;231,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;42
2;102056;172,0000000000000;228,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;54,5
2;102058;179,0000000000000;226,50000000000000;Clusiaceae;Tovomita_sp.5-CAY;Tovomita;sp.5-CAY;39
2;102059;179,0000000000000;226,50000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;88
2;102060;181,0000000000000;221,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;68
2;102061;178,5000000000000;220,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;146,375
2;102062;172,5000000000000;219,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;109
2;102065;179,0000000000000;215,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;142,375
2;102066;179,0000000000000;215,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;37
2;102067;181,5000000000000;216,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;44
2;102069;180,0000000000000;210,50000000000000;Moraceae;Perebea_guianensis;Perebea;guianensis;54
2;102070;177,5000000000000;210,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;38
2;102073;172,5000000000000;210,00000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;59
2;102075;172,5000000000000;204,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;150
2;102076;173,0000000000000;200,50000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;35
2;102077;179,5000000000000;203,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;99,625
2;102078;180,0000000000000;200,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;140,5
2;102081;181,5000000000000;189,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;72
2;102082;180,0000000000000;188,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;172,5
2;102083;174,5000000000000;190,50000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;71
2;102085;177,0000000000000;186,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;44
2;102086;175,5000000000000;181,50000000000000;Lauraceae;Sextonia_rubra;Sextonia;rubra;290
2;102087;179,5000000000000;181,50000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;56,5
2;102088;181,5000000000000;186,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;51
2;102089;181,0000000000000;187,00000000000000;Lauraceae;Endlicheria_melinonii;Endlicheria;melinonii;87,5
2;102090;178,0000000000000;179,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;70
2;102091;179,5000000000000;175,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;144
2;102092;180,5000000000000;175,00000000000000;Humiriaceae;Humiriastrum_subcrenatum;Humiriastrum;subcrenatum;188,5
2;102093;176,5000000000000;173,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;90,875
2;102094;176,0000000000000;171,50000000000000;Lecythidaceae;Gustavia_hexapetala;Gustavia;hexapetala;46,5
2;102095;174,5000000000000;170,00000000000000;Burseraceae;Dacryodes_nitens;Dacryodes;nitens;41
2;102096;175,5000000000000;167,50000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;63
2;102097;176,5000000000000;167,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;67,5
2;102098;179,5000000000000;167,50000000000000;Rubiaceae;Coussarea_machadoana;Coussarea;machadoana;39,5
2;102099;178,0000000000000;161,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;181,5
2;102100;175,0000000000000;150,00000000000000;Chrysobalanaceae;Couepia_caryophylloides;Couepia;caryophylloides;61
2;102102;177,0000000000000;144,50000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;146
2;102104;181,0000000000000;139,00000000000000;Sapotaceae;Pouteria_ambelaniifolia;Pouteria;ambelaniifolia;112,5
2;102109;175,5000000000000;131,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;63
2;102110;174,0000000000000;128,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;63
2;102111;186,0000000000000;128,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;132,75
2;102112;186,0000000000000;133,00000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;107
2;102113;184,5000000000000;136,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;52
2;102114;186,5000000000000;139,00000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;115
2;102115;182,5000000000000;141,00000000000000;Sapotaceae;Chrysophyllum_prieurii;Chrysophyllum;prieurii;165
2;102117;181,5000000000000;144,00000000000000;Lecythidaceae;Eschweilera_congestiflora;Eschweilera;congestiflora;52,5
2;102119;183,5000000000000;147,00000000000000;Clusiaceae;Platonia_insignis;Platonia;insignis;128,5
2;102120;193,0000000000000;140,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;52
2;102121;190,0000000000000;144,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;45
2;102122;189,5000000000000;150,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;51,5
2;102123;192,0000000000000;154,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;49
2;102124;187,0000000000000;150,00000000000000;Anacardiaceae;Thyrsodium_guianense;Thyrsodium;guianense;62
2;102125;185,0000000000000;153,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;41
2;102126;184,0000000000000;153,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;61
2;102127;182,0000000000000;154,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;181
2;102129;187,0000000000000;158,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;44,5
2;102130;187,0000000000000;158,00000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;62,5
2;102131;192,5000000000000;161,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;40,5
2;102132;190,0000000000000;162,50000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;69,5
2;102133;187,0000000000000;163,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;39
2;102134;185,5000000000000;165,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;73
2;102135;186,0000000000000;166,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;90
2;102136;185,5000000000000;166,50000000000000;Sapotaceae;Micropholis_obscura;Micropholis;obscura;35
2;102137;190,0000000000000;169,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;46,5
2;102138;190,0000000000000;170,00000000000000;Sapindaceae;Talisia_hexaphylla;Talisia;hexaphylla;38
2;102140;186,5000000000000;170,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;41,5
2;102141;182,5000000000000;170,00000000000000;Apocynaceae;Rauvolfia_paraensis;Rauvolfia;paraensis;55
2;102143;190,0000000000000;185,50000000000000;Caryocaraceae;Caryocar_glabrum;Caryocar;glabrum;200
2;102144;188,0000000000000;190,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;132,5
2;102145;188,0000000000000;190,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;39
2;102147;190,0000000000000;200,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;47
2;102149;184,5000000000000;198,50000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;35,5
2;102150;184,5000000000000;198,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;160
2;102151;185,5000000000000;203,50000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;46,5
2;102152;187,5000000000000;205,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40
2;102153;182,5000000000000;208,50000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;66,5
2;102154;190,0000000000000;207,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;127,5
2;102155;186,5000000000000;217,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;117
2;102157;183,0000000000000;226,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;36
2;102158;184,5000000000000;228,00000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;73,5
2;102159;190,0000000000000;229,50000000000000;Clusiaceae;Tovomita_sp.5-CAY;Tovomita;sp.5-CAY;38,5
2;102161;185,5000000000000;233,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;120
2;102162;182,0000000000000;233,00000000000000;Burseraceae;Protium_surinamense;Protium;surinamense;92,5
2;102163;182,5000000000000;234,50000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;72,5
2;102167;189,0000000000000;244,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;55,5
2;102168;187,0000000000000;245,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;70,5
2;102170;184,0000000000000;246,00000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;61
2;102171;184,0000000000000;247,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;130,5
2;102173;187,0000000000000;250,00000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;55,5
2;102174;191,5000000000000;249,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;69
2;102175;200,0000000000000;250,00000000000000;Clusiaceae;Tovomita_obovata;Tovomita;obovata;60
2;102176;199,0000000000000;249,00000000000000;Lauraceae;Licaria_cannella;Licaria;cannella;43
2;102177;194,0000000000000;246,00000000000000;Chrysobalanaceae;Couepia_caryophylloides;Couepia;caryophylloides;173
2;102178;195,0000000000000;243,00000000000000;Fabaceae;Limadendron_hostmannii;Limadendron;hostmannii;41
2;102183;194,0000000000000;231,50000000000000;Moraceae;Brosimum_guianense;Brosimum;guianense;47,5
2;102184;195,0000000000000;233,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;54
2;102185;195,5000000000000;230,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;42,5
2;102186;196,0000000000000;230,00000000000000;Lauraceae;Aniba_williamsii;Aniba;williamsii;61
2;102187;196,5000000000000;227,50000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;65
2;102190;197,5000000000000;221,00000000000000;Fabaceae;Recordoxylon_speciosum;Recordoxylon;speciosum;182,5
2;102191;197,0000000000000;220,50000000000000;Sapotaceae;Micropholis_egensis;Micropholis;egensis;42
2;102192;194,5000000000000;222,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;45
2;102194;192,5000000000000;220,00000000000000;Putranjivaceae;Drypetes_variabilis;Drypetes;variabilis;101
2;102195;195,0000000000000;218,00000000000000;Fabaceae;Andira_coriacea;Andira;coriacea;64
2;102196;197,0000000000000;213,00000000000000;Celastraceae;Maytenus_oblongata;Maytenus;oblongata;63
2;102197;194,5000000000000;211,00000000000000;Goupiaceae;Goupia_glabra;Goupia;glabra;49
2;102198;195,0000000000000;209,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;40
2;102199;198,0000000000000;210,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;66
2;102200;196,0000000000000;206,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;37
2;102201;195,0000000000000;206,50000000000000;Caryocaraceae;Caryocar_glabrum;Caryocar;glabrum;153
2;102202;191,5000000000000;208,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;148
2;102203;192,0000000000000;206,00000000000000;Moraceae;Brosimum_utile;Brosimum;utile;44,5
2;102204;196,0000000000000;204,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;62
2;102205;197,0000000000000;202,50000000000000;Clusiaceae;Tovomita_caloneura;Tovomita;caloneura;48
2;102207;191,5000000000000;196,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;215
2;102208;193,5000000000000;192,50000000000000;Myrtaceae;Myrcia_fallax;Myrcia;fallax;47
2;102210;197,5000000000000;190,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;200
2;102211;197,0000000000000;187,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;75,5
2;102212;198,0000000000000;183,50000000000000;Chrysobalanaceae;Hirtella_bicornis;Hirtella;bicornis var. bicornis;85,5
2;102213;192,5000000000000;185,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;46,5
2;102215;196,0000000000000;181,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;47
2;102216;197,0000000000000;174,50000000000000;Burseraceae;Protium_opacum;Protium;opacum subsp. rabelianum;72
2;102218;196,5000000000000;172,50000000000000;Anacardiaceae;Thyrsodium_guianense;Thyrsodium;guianense;45,5
2;102219;197,0000000000000;168,50000000000000;Sapotaceae;Chrysophyllum_pomiferum;Chrysophyllum;pomiferum;88,5
2;102220;200,5000000000000;168,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;56
2;102223;194,0000000000000;171,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;206
2;102227;194,5000000000000;162,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;82
2;102228;193,0000000000000;161,00000000000000;Malvaceae;Pachira_dolichocalyx;Pachira;dolichocalyx;39
2;102229;195,0000000000000;162,50000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;48,5
2;102230;200,5000000000000;162,50000000000000;Linaceae;Hebepetalum_humiriifolium;Hebepetalum;humiriifolium;116,5
2;102231;200,0000000000000;154,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;42,5
2;102233;197,0000000000000;153,00000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;98,375
2;102234;195,0000000000000;152,00000000000000;Sapotaceae;Pouteria_bilocularis;Pouteria;bilocularis;70
2;102235;199,5000000000000;151,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;43,5
2;102236;200,0000000000000;150,00000000000000;Malvaceae;Sterculia_pruriens;Sterculia;pruriens;160
2;102237;196,0000000000000;148,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;118
